EVT-00001 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00896 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00897 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00898 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00899 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00900 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00901 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00902 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00903 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00904 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00905 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00906 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00907 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00908 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00909 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00910 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00911 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00912 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00913 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00914 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00915 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00916 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00917 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00918 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00919 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00920 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00921 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00922 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00923 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00924 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00925 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00926 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00927 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00928 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00929 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00930 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00931 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00932 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00933 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00934 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00935 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00936 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00937 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00938 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00939 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00940 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00941 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00942 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00943 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00944 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00945 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00946 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00947 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00948 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00949 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00950 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00951 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00952 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00953 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00954 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00955 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00956 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00957 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00958 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00959 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00960 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00961 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00962 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00963 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00964 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00965 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00966 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00967 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00968 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00969 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00970 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00971 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00972 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00973 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00974 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00975 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00976 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00977 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00978 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00979 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00980 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00981 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00982 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00983 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00984 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00985 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00986 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00987 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00988 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00989 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00990 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00991 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00992 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00993 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00994 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00995 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00996 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00997 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00998 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00999 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01000 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01001 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01002 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01003 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01004 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01005 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01006 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01007 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01008 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01009 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01010 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01011 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01012 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01013 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01014 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01015 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01016 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01017 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01018 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01019 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01020 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01021 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01022 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01023 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01024 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01025 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01026 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01027 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01028 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01029 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01030 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01031 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01032 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01033 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01034 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01035 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01036 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01037 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01038 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01039 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01040 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01041 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01042 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01043 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01044 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01045 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01046 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01047 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01048 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01049 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-01050 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-01051 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
